话题链接,话题内容,楼主ID,楼主昵称,楼主性别,发布日期,发布时间,转发量,评论量,点赞量,评论者ID,评论者昵称,评论者性别,评论日期,评论时间,评论内容
https://m.weibo.cn/detail/4785623271737293,#彭山身边事##疫情防控# 【眉山疾控新冠肺炎疫情最新防控提示（2022年6月28日）】眉山疾控新冠肺炎疫情最新防控提示（2022年6月28日） ,2213852952,微彭山,m,2022/06/29,09:09:23,0,5,2, , , , , , 
https://m.weibo.cn/detail/4785623238186159,#疫情防控# 【第九版新冠肺炎防控方案发布 密接和入境人员隔离管控时间调整为“7+3”】为进一步指导各地做好新型冠状病毒肺炎防控工作，在认真总结《新型冠状病毒肺炎防控方案（第八版）》印发后的防控工作实践，特别是针对奥密克戎变异株传播速度快、隐匿性强等特点的基础上，国务院应对新型冠状病毒肺炎疫情联防联控机制综合组组织修订形成了《新型冠状病毒肺炎防控方案（第九版）》（以下简称第九版防控方案），全面落实“外防输入、内防反弹”总策略和“动态清零”总方针，切实维护人民群众生命安全和身体健康，最大限度统筹疫情防控和经济社会发展。第九版新冠肺炎防控方案发布 密接和入境人员隔离管控时间调整为“7+3”,5770875147,甘肃省司法厅官微,m,2022/06/29,09:09:15,1,0,0, , , , , , 
https://m.weibo.cn/detail/4785622235745217,#疫情防控#【截至28日17时我市共排查出4例阳性病例，均为泗县关联疫情人员】截至28日17时我市共排查出4例阳性病例，均为泗县关联疫情人员（来源：@南京发布 ，审核：陶乐，审稿：朱佳，发布：程慧） ,2062025471,南京规划资源,m,2022/06/29,09:05:16,0,0,2, , , , , , 
https://m.weibo.cn/detail/4785621954986920,#疫情防控#【上班时，这些防疫要点你做到了吗？】每个人都是自己健康的第一责任人。个人防护要做好，时刻绷紧疫情防控这根弦！（来源：@健康中国 ，审核：陶乐，审稿：朱佳，发布：程慧） ,2062025471,南京规划资源,m,2022/06/29,09:04:09,0,0,1, , , , , , 
https://m.weibo.cn/detail/4785620906415246,#合肥将公布三轮核酸检测新安排# 此轮合肥各区核酸采样检测之后，暂定连续展开3轮，每轮间隔3天的区域核酸检测。相关安排详情后续将发布。#合肥# 蜀山区截至今日18:00，已排查密接次密接452人，核酸采样完成308人，已出结果均为阴性。（来源：合肥市人民政府发布） #疫情防控# ,7280165956,合肥热点聚焦,m,2022/06/29,08:59:59,0,0,1, , , , , , 
https://m.weibo.cn/detail/4785620876266662,【四川昨日新增本土无症状感染者1例（在广元）】#疫情防控# 6月28日0时至24时，四川无新增本土确诊病例，新增本土无症状感染者1例（在广元），新增境外输入确诊病例1例（在成都），新增境外输入无症状感染者5例（在成都），无新增治愈出院病例，无新增疑似病例，无新增死亡病例 。具体情况如下：新增本土无症状感染者1例（在广元）：为省外返广元人员，在居家健康监测中发现，6月28日诊断为无症状感染者。新增境外输入确诊病例1例（在成都）：为6月27日自中国台湾乘机抵蓉进行隔离，6月28日确诊。新增境外输入无症状感染者5例（在成都）：1例为6月26日自中国香港乘机抵蓉进行隔离；4例为6月27日自中国台湾乘机抵蓉进行隔离；均于6月28日诊断为无症状感染者。（健康四川官微）,3251089394,家庭与生活报,m,2022/06/29,08:59:52,0,0,0, , , , , , 
https://m.weibo.cn/detail/4785619849187828,【关于一例省外返金隔离人员核酸检测异常的通报】        6月28日凌晨，我县在集中隔离医学观察场所，发现一例省外风险地区返金人员核酸检测异常。前期，市、县两级根据疫情防控形势变化，已经提前启动应急处置机制，对该例在金涉及场所实施临时管控措施，对相关密接、次密接人员进行排查管控。为有效防范疫情风险，现将该例在金活动行程通报如下：        6月25日22时19分，其一人自驾从安徽省泗县，经金马高速金湖收费站ETC通道入金，直达我县戴楼街道江苏博远金属有限公司，全程未下车，抵达公司后未外出。        6月26日上午8时，其一人自驾从江苏博远金属有限公司，赴戴楼卫生院院外核酸采样点；8时10分，接受完核酸采样后又一人自驾返回公司未外出。        6月26日下午16时30分起，因其出发地发生疫情风险，该例及相关人员作为风险人员，被我县安排集中隔离。        6月26日、6月27日该例核酸检测结果均为阴性，6月28日凌晨其核酸检测异常，随即送至市定点医院隔离治疗。截至目前，相关密接、次密接人员核酸检测结果均为阴性。        请与该例在上述时间段和地点可能有共同活动轨迹的人员，立即向所在社区报备，配合落实相应防控措施。目前相关处置工作正在有序进行，后续情况将及时向公众发布。请广大市民不信谣、不传谣，进一步提高防范意识，做好个人日常防护，同心协力，坚决阻断疫情传播。                   金湖县新冠肺炎疫情联防联控                          工作指挥部办公室                             2022年6月28日#疫情防控##关注新冠肺炎##淮安疫情#,1888415301,策划人毛庆海,m,2022/06/29,08:55:47,0,0,0, , , , , , 
https://m.weibo.cn/detail/4785345126730168,#疫情防控# 关于在部分区域开展规模性核酸检测的通告】广大居民朋友们：根据当前#疫情防控#工作需要，为了您的健康和防护安全，经区疫情防控指挥部研究，决定于6月29日在固城、漆桥等部分区域开展规模性核酸检测……详见下图↓转扩周知(来源：固宣 审核：韩一鸣 发布：孔令谦)@高淳发布 @高淳文旅 @高淳普法,5055641239,高淳固城街道,f,2022/06/28,14:44:08,21,20,16, , , , , , 
https://m.weibo.cn/detail/4785432674697839,【省外来浙返浙人员健康管理措施（6月28日更新）】#疫情防控# 　   根据省疫情防控〔2022〕5号文件及省疫情防控办〔2022〕82、85号文件精神，结合全国中高风险地区划分及最新疫情形势，经专家综合研判，现对省外来浙返浙人员健康管理措施公布如下↓↓ #身边事# ,5658295841,台州网警巡查执法,m,2022/06/28,20:32:01,22,23,21, , , , , , 
https://m.weibo.cn/detail/4785619174426900,#疫情防控# 【最新！第九版新冠防控方案发布】为进一步指导各地做好新型冠状病毒肺炎防控工作，国务院应对新型冠状病毒肺炎疫情联防联控机制综合组制定了《新型冠状病毒肺炎防控方案（第九版）》最新！第九版新冠防控方案发布 ,3898371681,碧江发布,m,2022/06/29,08:53:06,0,0,0, , , , , , 
https://m.weibo.cn/detail/4785619148474508,#疫情防控#【行程码带星怎么办？对出行有影响吗？如何摘星？一文读懂】行程码带星是什么意思？行程卡上的“途经”如何定义？行程卡带“*”会被隔离吗？行程码星号多久会消失？一文读懂↓↓↓↓行程码带星怎么办？对出行有影响吗？如何摘星？一文读懂（来源：我苏特稿，审核：陶乐，审稿：朱佳，发布：程慧） ,2062025471,南京规划资源,m,2022/06/29,08:53:00,0,0,1, , , , , , 
https://m.weibo.cn/detail/4785619148474508,#疫情防控#【行程码带星怎么办？对出行有影响吗？如何摘星？一文读懂】行程码带星是什么意思？行程卡上的“途经”如何定义？行程卡带“*”会被隔离吗？行程码星号多久会消失？一文读懂↓↓↓↓行程码带星怎么办？对出行有影响吗？如何摘星？一文读懂（来源：我苏特稿，审核：陶乐，审稿：朱佳，发布：程慧） ,2062025471,南京规划资源,m,2022/06/29,08:53:00,0,0,1, , , , , , 
https://m.weibo.cn/detail/4785618640700485,#安徽泗县新增23例阳性#         安徽泗县新冠肺炎疫情防控应急指挥部发布通告，2022年6月28日0—24时，泗县新增无症状感染者13例，核酸初筛阳性10例（目前已经全部诊断为无症状感染者）。　　其中，14例在隔离观察的密接人员排查中发现，9例在重点人群核酸检测中发现。上述人员已闭环转运至定点医院进行医学观察。对追踪到的密切接触者、次密接者均已按照要求进行管控。　　目前，各工作组正有序开展流行病学调查、人员排查、核酸筛查等应急处置工作，并严格落实相关场所管控及环境消杀等防疫措施。　　泗县关于严格落实封控管理期间人员足不出户措施告知书　　为尽快遏制疫情扩散蔓延势头，保障人民群众生命安全和身体健康，县新冠肺炎疫情防控应急指挥部决定，从即时起，对全县所有住宅小区、村（社区）实施封控管理，按照“不漏一户、不漏一人”的原则，对所有人员实施核酸筛查。封控管理期间，所有人员足不出户，有关措施告知如下：　　1、除根据所在镇（街道）、村（社区）的统一组织安排，在指定时间、指定地点做核酸采样外，所有人员必须足不出户，不出家门。禁止在楼道、地下车库、露天区域等居民区、小区户外空间活动，比如散步运动、逗遛宠物、集聚攀谈等。　　2、请大家分批、有序参加核酸采样，戴好口罩、保持距离，防止交叉感染。采样完成即刻返回住所，不得在外逗留。　　3、所有一线人员含机关事业单位承担防疫任务人员禁止归家，吃住在单位，防止传染。　　4、确有应急就医等紧急需求的群众，可联系所在村（社区）、镇（街道）给予协助，各镇（街道）和村（社区）将及时响应，切实提供必要的服务保障。　　5、对无正当理由拒不配合落实上述告知等防疫措施、妨碍疫情防控或造成其他严重后果的，将依法追究当事人相应的法律责任。　　遏制疫情扩散蔓延势头，保障人民群众生命安全和身体健康，是党和政府义不容辞的责任，也是全社会和每一位公民的共同责任。只要我们坚定意志、齐心协力、守望相助、共度难关，就一定能打赢这场疫情防控阻击战。感谢您的理解支持和配合！#安徽疫情##疫情防控##关注新冠肺炎#,1888415301,策划人毛庆海,m,2022/06/29,08:50:59,0,0,1, , , , , , 
https://m.weibo.cn/detail/4785616803336827,#疫情防控# #共同战疫# 【最新版新冠肺炎防控方案发布，4个方面有新调整→】《新型冠状病毒肺炎防控方案（第九版）》28日正式公布，方案主要做出以下四方面调整。 最新版新冠肺炎防控方案发布，4个方面有新调整→ ,6253582464,普洱政法,f,2022/06/29,08:43:41,0,4,2, , , , , , 
https://m.weibo.cn/detail/4785616313123641,#疫情防控# 【物流保畅通，未来如何形成长效机制？】物流的畅通，是经济恢复发展的基础。两个多月以来，物流保通保畅一直是各地的工作重点。与此同时，疫情防控通行过度管控、重复核酸检测等问题，也在不断被警示通报。在当前物流保通保畅取得阶段性成果的基础上，未来如何形成物流保通保畅的长效机制？点击视频，了解更多信息。新闻一加一的微博视频,5399140185,奎文发布,m,2022/06/29,08:41:44,0,0,0, , , , , , 
https://m.weibo.cn/detail/4785614103249140,#安徽泗县新增本土无症状13例+初筛阳性10例#         2022年6月28日0—24时，安徽泗县新增无症状感染者13例，核酸初筛阳性10例（目前已经全部诊断为无症状感染者）。其中，14例在隔离观察的密接人员排查中发现，9例在重点人群核酸检测中发现。上述人员已闭环转运至定点医院进行医学观察。对追踪到的密切接触者、次密接者均已按照要求进行管控。        目前，各工作组正有序开展流行病学调查、人员排查、核酸筛查等应急处置工作，并严格落实相关场所管控及环境消杀等防疫措施。#安徽疫情##疫情防控##关注新冠肺炎#,1888415301,策划人毛庆海,m,2022/06/29,08:32:56,0,2,4, , , , , , 
https://m.weibo.cn/detail/4785614085687292,【重要调整！最新防控方案发布！】疫情防控与时俱进了，隔离时间直接减半。昨日，第九版防控方案发布，防控政策放宽。包括入境从14+7调整为7+3等。很明显，防控依然在继续，但防控政策正在朝有利于经济复苏的方向转变。此外，上海迪士尼乐园将重新迎客也是让“迪士尼”相关即时访问量环比暴涨655%，同步带动上海城市访问热度上升近1倍。海南那边，也已经放松对北京、上海的游客的防疫政策。去海南的机票已经不好买了，当地的免税店更是排起长龙。6月28日携程会议纪要表示，6月以来疫情逐步得到控制，过去几周公司酒店预订量已超过 2019年水平，而上周末“苏州不再查验核酸检测证明”，这只是一个开始，接下来的防控政策会总体慢慢放松。疫情防控给市场带来的压力将逐渐消除，报复性消费会逐步展现，股市已先行一步，算是给投资者发钱，重点关注旅游、酒店、免税等疫情复苏直接受益板块。#第九版新冠肺炎防控方案# #疫情防控　# #迪士尼#,7515887975,财经陈小财,m,2022/06/29,08:32:53,0,0,3, , , , , , 
https://m.weibo.cn/detail/4785613595739478,#疫情防控#两天没回家了，办公室睡了两夜，今天还不能回去要爆发了，检了两天都没有官方通报出来，有没有新增？到底什么情况？所有路口禁止出去，主城区红灯，所有店铺关门，路上空荡荡的，比20年还要严#疫情#  淮北·安徽理士电源技术有限公司 ,1855233523,大-麦-茶,m,2022/06/29,08:30:56,0,12,15, , , , , , 
https://m.weibo.cn/detail/4785613348536989,#疫情防控#  【芜湖市疫防办发布最新提醒】近期，省内部分地市和周边省相继报告多例新冠肺炎感染者，为切实做好新冠肺炎疫情防控工作，保障全市人民群众身体健康，芜湖市疫防办健康提醒如下:一、主动报备行程，遵守防疫要求 如果您有疫情发生地旅居史(特别是6月10日以来途经或旅居宿州市泗县、6月13日以来途经或旅居淮北市濉溪县和其 他疫情发生地)，请立即向属地防疫部门或社区(村)报备并配合做好隔离观察、健康监测、核酸检测等各项疫情防控措施。芜湖市疫防办发布最新提醒,2626680771,芜湖文明网,m,2022/06/29,08:29:56,0,0,0, , , , , , 
https://m.weibo.cn/detail/4785612105712694,最新疫情通报#疫情防控# 2022年6月28日0-24时，黑龙江省无新增新冠肺炎疫情信息报告。截至6月28日24时，全省现有境外输入确诊病例1例，境外输入无症状感染者3例。当前，我国疫情形势整体保持平稳，但个别地方疫情扩散风险依然存在，不能有丝毫松懈。广大群众要继续绷紧疫情防控这根弦，牢固树立“每个人都是自己健康第一责任人”的理念，规范接种疫苗，坚持“戴口罩、勤洗手、多通风、不聚集”。密切关注疫情动态，如与阳性感染者活动轨迹有交集，或14天内有国内中高风险地区、涉疫地区旅居史的，立即主动向所在社区（村屯）、工作单位报备，并配合落实防控措施。如出现发热、干咳、乏力、咽痛、嗅（味）觉减退、腹泻等症状，请勿自行服药，需佩戴口罩尽快到就近的医疗机构发热门诊排查和就诊，就诊过程中避免乘坐公共交通工具，并主动告知旅居史、接触史。各市地疫情防控指挥部要对近期涉疫地区旅居史抵（返）我省人员进行排查，强化“大数据+网格化”，精准掌握和管控相关风险人员，排查出的风险人员评估感染风险后要第一时间落实赋码、核酸检测、隔离管理和健康监测等分类管控措施。,3105985427,香坊宣传,m,2022/06/29,08:25:01,0,0,0, , , , , , 
https://m.weibo.cn/detail/4785610759868831,"#疫情防控# 泗县昨日新增无症状感染者13例，初筛阳性10例泗县新冠肺炎疫情防控应急指挥部通告（2022年第14号）      2022年6月28日0—24时，我县新增无症状感染者13例，核酸初筛阳性10例（目前已经全部诊断为无症状感染者）。其中，14例在隔离观察的密接人员排查中发现，9例在重点人群核酸检测中发现。上述人员已闭环转运至定点医院进行医学观察。对追踪到的密切接触者、次密接者均已按照要求进行管控。目前，各工作组正有序开展流行病学调查、人员排查、核酸筛查等应急处置工作，并严格落实相关场所管控及环境消杀等防疫措施。请广大市民密切关注官方发布，不信谣、不传谣、不造谣，严格遵守疫情防控有关要求，继续坚持“非必要、不流动”，按照指定的时间、地点参加核酸检测，切实履行个人防疫责任，保护好自己和家人的身体健康。如接到疫情防控核查专线电话时，请积极配合、如实回答疫情防控工作人员提出的问题；故意隐瞒或未及时报告,导致疫情传播的，将承担相应法律责任。如出现发热、干咳、鼻塞、流涕等症状，应立即向所在村（社区）报告。泗县新冠肺炎疫情防控应急指挥部2022年6月29日 来源：泗县融媒体中心   泗县新冠肺炎疫情防控应急指挥部",2141989850,微泗县吧,m,2022/06/29,08:19:40,0,1,1, , , , , , 
https://m.weibo.cn/detail/4785607874710298,安徽泗县新增23例无症状感染者！#疫情防控# ,6146372310,合肥楼大鱼,m,2022/06/29,08:08:12,0,6,5, , , , , , 
https://m.weibo.cn/detail/4785582080000105,悟显法师#妙法莲华经今解# 『网页链接』网页链接 【悟显法师-讲演大乘】《妙法莲华经今解》第40集（下）（视频连载）学佛一定要听经一乘了义#楞严经白话直解#菩萨戒正说无量寿经华严素的好#祖国必须统一##传递环保正能量##疫情防控#,7488091181,指月楼如慧,f,2022/06/29,06:25:41,0,0,2, , , , , , 
https://m.weibo.cn/detail/4785383159632790,来了来了友友们，回国的希望在眼前！！ #第九版新冠肺炎防控方案##疫情防控#UCL伦敦大学学院 ,6770872587,UCL动物园,f,2022/06/28,17:15:16,2,2,40, , , , , , 
https://m.weibo.cn/detail/4785513330376728,#奥密克戎# 奥密克戎平均潜伏期2-4天#疫情防控# ,1949128115,透明忧郁_XXD,m,2022/06/29,01:52:30,0,1,0, , , , , , 
https://m.weibo.cn/detail/4785512379057247,我的家乡从不会让我失望，在火车站从晚上7点等到9点多，2个多小时漫长的等待，过程冗杂又好笑。这些都是关键句：“外省地区管控，必须有社区或公安局接收，否则劝返。”“只要不从大庆西站出，去哪里都可以。”“你找酒店吧，看有没有酒店接收。”带着10小时内的核酸阴性，来自天津的低风险地区，行程码没有星的我，在因为属于出差非本地人口，无社区接收导致在地下阴冷的车站，站2个小时。（正常人都会很容易感冒吧！）我和车站工作人员讲，可以申请集中隔离吗，结论是：“不可以！因为不符合条件。”齐齐哈尔的朋友告知还有2趟车，建议我立刻转战，可我毕竟是来工作的，抱着一点希望挨个酒店咨询，最后找到了一家酒店，可以接收。不允许自己打车，必须点对点。就这样，我进来了。我不理解大庆的一刀切政策，到底是为了什么？说到底就是推卸责任，社区成最终背锅侠，出了事情就是社区的问题，所以社区卡你卡到死，不到万不得已，社区求你别回家。看呐，就是图片的样子，每个区都有自己的小通道（搞笑的是，我的目的地是让区，工作人员却说这么多通道，你从哪里走我不管，但是不能从我这里走。可我就是去让区啊！）下车流程是一个挨着一个填表、落地核酸、再填表、必须要社区接通电话表示同意才可以放行。#疫情防控##大庆市防疫一刀切# 大庆,6381326977,大白兔不白咯,f,2022/06/29,01:48:44,28,156,657, , , , , , 
https://m.weibo.cn/detail/4785498382401722,疫情下的夜归人#随手拍##疫情防控# 龙虎猴羊的微博视频 ,1871635012,龙虎猴羊,m,2022/06/29,00:53:06,0,1,0, , , , , , 
https://m.weibo.cn/detail/4785491486443968,#关注新冠肺炎疫情##疫情防控##战役打卡行动#我已打卡871天。 “任何医疗机构任何时候不得以查验核酸阴性证明作为接诊的限制，不得因无核酸检测阴性报告而拒诊……”成都市卫健委继续就市民通过12345热线和网络反映的疫情防控聚焦问题进行统一回复，今日关注就医问题。对到医院就诊或住院的患者在核酸检测上有什么要求？答复：发热门诊患者。所有到发热门诊就诊的患者，无论有无核酸检测报告，均应按排查流程重新进行核酸检测，在结果反馈之前一律留观，医疗机构不得让患者自行离开。到需患者摘除口罩的科室就诊的患者。接受诊疗措施时需患者摘除口罩的科室，如口腔科、耳鼻喉科、皮肤科、消化内镜中心（含门诊幽门螺旋杆菌检查）、呼吸内科（含纤支镜室、门诊肺功能室）等，就诊患者及陪护人员需提供48小时内新冠核酸检测阴性报告。入院患者。新住院患者及陪护应持48小时内核酸检测阴性证明办理入院手续，并在入院后24小时内复查1次核酸。出院患者。为实现住院患者和陪护人员在院期间核酸检测闭环管理，住院患者及陪护人员出院前应进行核酸检测，检测结果阴性后方能出院。（成都日报锦观新闻记者 王静宇）,1882168043,新天地的小窝,m,2022/06/29,00:25:43,1,3,0, , , , , , 
https://m.weibo.cn/detail/4785472910655785,一天下来，满大街的公安，救护车以及运送隔离人员车辆，从我眼前不停的经过，发出的警笛声，气氛很紧张，我也有些许的焦虑不安，但更多的是决心，努力贡献自己一份力量，相信在党和政府领导下，万众一心，众志成城，泗县会好的#疫情防控#  宿州·泗县友好医院 ,2981983771,大大大猴子呀,m,2022/06/28,23:11:53,1,6,21, , , , , , 
https://m.weibo.cn/detail/4785469327677202,#疫情防控# 经开区京东总部1号楼，今天不少人了吧🙈@环球连线 @北京人应该知道的北京事 北京·京东集团总部 ,7762378374,胡同儿里的硬瓷,f,2022/06/28,22:57:40,0,3,0, , , , , , 
https://m.weibo.cn/detail/4785467101283737,#疫情防控# 【遇到违反疫情防控“九不准”，这里反映→】据6月28日国务院联防联控机制发布会，针对群众反映强烈的违反“九不准”现象，28日国务院联防联控机制综合组开通了公众留言板，设在国家卫生健康委官网首页，相关部门也公布了问题反映渠道。对于违反“九不准”的问题线索，将认真汇总整理，督促地方尽快整改，对典型案例将进行曝光。【疫情防控】遇到违反疫情防控“九不准”，这里反映→,5601972391,健康山东,m,2022/06/28,22:48:49,0,0,0, , , , , , 
https://m.weibo.cn/detail/4785457831086314,#疫情防控# 【过度防疫违反“九不准”多地被通报、绝不允许因疫情防控之外因素对健康码赋码变码……最新消息！】 国务院联防联控机制于6月24日召开新闻发布会，介绍严格落实疫情防控“九不准”有关情况。近期疫情形势如何？如何保障人民群众安全有序出行？一起来关注！ @中国政府网 过度防疫违反“九不准”多地被通报、绝不允许因疫情防控之外因素对健康码赋码变码……最新消息！ ,3080066552,水韵温江,m,2022/06/28,22:11:59,0,0,1, , , , , , 
https://m.weibo.cn/detail/4785454577354421,疫情防控 | 注意！名单更新！自6月28日起执行来（返）红河州人员新冠疫情防控风险地区名单#疫情防控# 疫情防控 | 注意！名单更新！自6月28日起执行来（返）红河州人员新冠疫情防控风险地区名单 ,7307610436,彩云红河谷,m,2022/06/28,21:59:03,3,1,6, , , , , , 
https://m.weibo.cn/detail/4785449242198919,【疫情速报】6月27日0—24时，内蒙古自治区报告无新增确诊病例、疑似病例和无症状感染者。本土确诊病例治愈出院20例，其中赤峰市7例、锡林郭勒盟13例。解除医学观察的本土无症状感染者14例，其中赤峰市3例、锡林郭勒盟11例。截至6月27日24时，内蒙古自治区现有本土确诊病例65例，其中赤峰市14例、锡林郭勒盟51例。本土无症状感染者62例，其中赤峰市4例、锡林郭勒盟58例。境外输入确诊病例2例(均在呼和浩特市)。境外输入无症状感染者2例(均在呼和浩特市)。均在定点医院隔离治疗，所有密切接触者均在指定场所集中隔离医学观察，严防疫情扩散蔓延。#习惯安全 人人消防##疫情防控#,2427077847,内蒙古消防,m,2022/06/28,21:37:50,0,0,0, , , , , , 
https://m.weibo.cn/detail/4785448105280057,#温馨提示# 【利辛疾控紧急提醒】#疫情防控# 近日，宿州市泗县、淮北市濉溪县发生疫情。截至6月27日24时，泗县已累计发现新冠肺炎无症状感染者3例，核酸初筛阳性3例；濉溪县发现2例初筛阳性，目前新冠病毒肺炎疫情形势依然严峻复杂。为有效控制和降低疫情传播风险，保障全县人民的健康，切实做好我县疫情防控工作，利辛县疾控中心紧急提醒：一、主动报备涉疫行程　　凡6月10日以来有宿州市泗县和近七日有淮北市濉溪县旅居史来（返）利人员，请做好个人防护，第一时间向社区（村）或入住宾馆、酒店主动报备，并配合严格落实相关疫情防控措施。各乡镇、县直各单位要主动摸排有宿州市泗县、淮北市濉溪县旅居史来（返）利人员，严格落实相关疫情防控措施。二、增强个人防护意识，保持良好卫生习惯　　广大居民要继续时刻保持良好的个人防护意识，科学规范佩戴口罩（尤其是在乘坐公共交通工具和在公共场所活动时）、勤洗手、常通风、保持安全社交距离；不聚集、不扎堆，倡导健康生活方式。三、加强自我健康监测　　如自己和家人出现发热、咳嗽、腹泻、乏力等症状，请做好个人防护，及时到就近的发热门诊进行检查和诊疗，就医过程尽量避免乘坐公共交通工具，向医生如实报告个人接触史、旅居史和活动史。四、严格责任追究　　每个人都是自己健康的第一责任人，请积极配合开展健康监测、健康码查验等疫情防控措施。如刻意瞒报、谎报行程，拒绝接受核酸检测或不配合疫情防控措施的，将依法追究相关责任。利辛县疾病预防控制中心2022年6月28日,3216505712,利辛发布,f,2022/06/28,21:33:19,0,0,2, , , , , , 
https://m.weibo.cn/detail/4785447471679028,14+7调整为7+3，严惩层层加码。#疫情防控# ,7456672521,城南大水塘,m,2022/06/28,21:30:49,0,1,2, , , , , , 
https://m.weibo.cn/detail/4785447383336866,#合肥蜀山区发现1例阳性人员# 据“合肥发布”微信公众号消息，6月28日上午，安徽省合肥市蜀山区在重点人群核酸筛查中发现于某某（女，28岁，现租住在蜀山区稻香村街道安粮城市广场13栋）核酸检测初筛结果异常，立即转运至定点医院落实隔离医学观察。市疾控中心复核确认阳性。接报后，蜀山区立即启动应急处置机制，全面开展流行病学调查、采样检测和隔离管控，并严格落实相关场所管控及环境消杀等防疫措施。#疫情防控##关注新冠肺炎##安徽疫情#,1888415301,策划人毛庆海,m,2022/06/28,21:30:28,0,0,0, , , , , , 
https://m.weibo.cn/detail/4785443239106243,6月27日，南京发现相关泗县核酸阳性人员的密切接触者核酸检测结果异常。        市、区两级立即启动应急处置机制，迅速对相关涉及场所实施临时管控措施，对密接人员进行排查管控。        截至今天17时，南京市共排查出4名阳性病例，均为相关泗县核酸阳性人员的家人，其中2例为确诊病例，轻型，2例为无症状感染者。目前4例阳性人员均已闭环转运至定点医疗机构隔离治疗和观察。截至今天17时，南京市已累计排查出在宁密切接触者811人，其中本市695人；在宁次密切接触者338人，其中本市327人，正按要求落实管控措施。除公布的4名阳性人员外，其余已出核酸检测结果均为阴性。为争分夺秒堵截疫情传播的机会，做好社会面管控工作，南京市已划出1个中风险区，不过市卫健委请市民不必担心，坚持“五做到”，规范用好场所码，各相关区和部门将努力以最快的速度把本轮泗县关联疫情控制在最小范围，尽快扑灭此次疫情。#疫情防控##关注新冠肺炎##南京疫情#,1888415301,策划人毛庆海,m,2022/06/28,21:14:00,0,0,3, , , , , , 
https://m.weibo.cn/detail/4785276184691368,稳住，我们能赢。#疫情防控# 宿州·泗县友好医院 ,2981983771,大大大猴子呀,m,2022/06/28,10:10:11,1,8,33, , , , , , 
https://m.weibo.cn/detail/4785276184691368,稳住，我们能赢。#疫情防控# 宿州·泗县友好医院 ,2981983771,大大大猴子呀,m,2022/06/28,10:10:11,1,8,33, , , , , , 
https://m.weibo.cn/detail/4785433349456223,#疫情防控# 今天突然想到，2020年后出生的小孩们第一眼到现在见到的世界都是戴口罩的世界，他们会不会觉得这个世界就是这样的，就应该人人都戴口罩，就该人人保持距离，希望未来的一天能够让他们认识到这个世界的丰富性和多样性，感叹一下原来是可以不用一直戴口罩的 ,7539138051,范小宝life,m,2022/06/28,20:34:41,0,0,0, , , , , , 
https://m.weibo.cn/detail/4785431415358133,#疫情防控# 疫情期间，婴幼儿应如何进行防护？一起来看~ ,1918553820,健康龙泉驿,m,2022/06/28,20:27:01,1,2,1, , , , , , 
https://m.weibo.cn/detail/4785326721338279,【浙江最新疫情通报（2022年6月28日）】#疫情防控# 6月27日0-24时，浙江11个市报告无新增本土阳性感染者。11个市报告新增确诊病例1例。其中境外输入病例1例（由此前境外输入的无症状感染者转为确诊）；无本土病例。当日新增治愈出院病例3例，现有确诊病例13例。11个市报告新增无症状感染者9例。其中境外输入9例（加拿大输入7例，尼日利亚输入1例，摩洛哥输入1例）；无本土无症状感染者。当日解除医学观察的无症状感染者7例，尚在医学观察的无症状感染者112例。截至27日24时，全省累计报告确诊病例3155例。其中境外输入病例615例，本土病例2540例。,5658295841,台州网警巡查执法,m,2022/06/28,13:31:00,21,23,23, , , , , , 
https://m.weibo.cn/detail/4785427703661338,#疫情防控#【张店区暂停常态化区域核酸检测】6月28日，张店区发布关于暂停常态化区域核酸检测的通告。目前，张店区全域为低风险区，经研判，决定暂停原定于每周三开展的常态化区域核酸检测工作。省定“应检尽检”重点行业人员继续按照频次要求到“应检尽检”核酸采样点进行检测，自愿检测人员可到“愿检尽检”核酸采样点进行检测。附：1.辖区“应检尽检”核酸采样点名单2.辖区“愿检尽检”核酸采样点名单,1625232640,鲁中晨报,m,2022/06/28,20:12:16,0,0,2, , , , , , 
https://m.weibo.cn/detail/4785425585017551,《回国终于少受罪了》第九版防控第9版本防控调为7+3，对于外国回国的和工作的人员来说是一个很好的事情，之前回国各种隔离加做核酸检测大概要40多天，现在改为7+3。我朋友前段时间回国，各种吐槽防控，转机要隔离14天（中国的航空公司单独要求如果坐外国航空不用），还要做各种核酸，最要命的是要捅鼻子来做核酸，他说鼻子都被捅的流血了。他说玩自己一把年纪回来，真是受罪的不得了。现在外国回来的核酸也改为喉咙了。现在终于改进，不是无脑一刀切了。好事！#回国##疫情防控#,6319502081,蚂蚁蚁评,m,2022/06/28,20:03:51,0,0,0, , , , , , 
https://m.weibo.cn/detail/4785419449535981,#疫情防控# 希望大家遵守疫情防范规定。刚要结束，又开始，没完没了。近几年，真的见不少，一个人真的可以干翻一座城呀。 ,7769021454,PED清明g,m,2022/06/28,19:39:28,0,0,2, , , , , , 
